title,date,startAt,endAt,description,executionMode,projects,lifeArea
Java,2025-06-25,11:30,11:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,11:45,12:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,12:00,12:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,12:15,12:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,12:30,12:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,12:45,13:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,13:00,13:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,13:15,13:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,13:30,13:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-25,13:45,14:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Просыпание,2025-06-26,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Муз курсы,2025-06-26,04:00,04:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,04:15,04:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,04:30,04:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,04:45,05:00,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,05:00,05:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,05:15,05:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,05:30,05:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,05:45,06:00,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,06:00,06:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,06:15,06:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,06:30,06:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,06:45,07:00,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-06-26,07:00,07:15,,SELF,Обучение профессии музыкант,Мощное творчество
Java,2025-06-26,09:30,09:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-26,09:45,10:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-26,10:00,10:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-26,10:15,10:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-26,10:30,10:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-26,10:45,11:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Просыпание,2025-06-27,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Java,2025-06-27,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,06:30,06:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,06:45,07:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,07:00,07:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,07:15,07:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,07:30,07:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,07:45,08:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,08:30,08:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,08:45,09:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,09:00,09:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,09:15,09:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,09:30,09:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,09:45,10:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,10:00,10:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,10:30,10:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-27,10:45,11:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
выйти,2025-06-27,11:00,11:15,,SELF,Бытовые дела,Уход за собой
кино,2025-06-27,12:15,12:30,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,12:30,12:45,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,12:45,13:00,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,13:00,13:15,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,13:15,13:30,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,13:30,13:45,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,13:45,14:00,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-27,14:00,14:15,,SELF,Отдых и развлечения,Уход за собой
Java,2025-06-27,16:00,16:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Просыпание,2025-06-28,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Java,2025-06-28,04:30,04:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,04:45,05:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,05:00,05:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,05:15,05:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,05:30,05:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,05:45,06:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,06:00,06:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Клавиши,2025-06-28,07:00,07:15,,SELF,Обучение профессии музыкант,Мощное творчество
Java,2025-06-28,07:45,08:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
выйти,2025-06-28,09:00,09:15,,SELF,Бытовые дела,Уход за собой
кино,2025-06-28,10:00,10:15,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,10:15,10:30,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,10:30,10:45,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,10:45,11:00,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,11:00,11:15,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,11:15,11:30,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,11:30,11:45,,SELF,Отдых и развлечения,Уход за собой
кино,2025-06-28,11:45,12:00,,SELF,Отдых и развлечения,Уход за собой
Java,2025-06-28,13:45,14:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,14:00,14:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Java,2025-06-28,14:15,14:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Уезжаю на отдых,2025-07-06,00:00,00:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,00:15,00:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,00:30,00:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,00:45,01:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,01:00,01:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,01:15,01:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,01:30,01:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,01:45,02:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,02:00,02:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,02:15,02:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,02:30,02:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,02:45,03:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,03:00,03:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,03:15,03:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,03:30,03:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,03:45,04:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,04:00,04:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,04:15,04:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,04:30,04:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,04:45,05:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,05:00,05:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,05:15,05:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,05:30,05:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,05:45,06:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,06:00,06:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,06:15,06:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,06:30,06:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,06:45,07:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,07:00,07:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,07:15,07:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,07:30,07:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,07:45,08:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,08:00,08:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,08:15,08:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,08:30,08:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,08:45,09:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,09:00,09:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,09:15,09:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,09:30,09:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,09:45,10:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,10:00,10:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,10:15,10:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,10:30,10:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,10:45,11:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,11:00,11:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,11:15,11:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,11:30,11:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,11:45,12:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,12:00,12:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,12:15,12:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,12:30,12:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,12:45,13:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,13:00,13:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,13:15,13:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,13:30,13:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,13:45,14:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,14:00,14:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,14:15,14:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,14:30,14:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,14:45,15:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,15:00,15:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,15:15,15:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,15:30,15:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,15:45,16:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,16:00,16:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,16:15,16:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,16:30,16:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,16:45,17:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,17:00,17:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,17:15,17:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,17:30,17:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,17:45,18:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,18:00,18:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,18:15,18:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,18:30,18:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-06,18:45,19:00,,SELF,Бытовые дела,Уход за собой
Просыпание,2025-07-07,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Планирование,2025-07-07,05:30,05:45,,SELF,Планирование и рефлексия,Мощное творчество
Проект Крестики-нолики,2025-07-07,06:00,06:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,06:15,06:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,08:00,08:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,08:15,08:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,08:30,08:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,08:45,09:00,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,09:00,09:15,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,09:15,09:30,,SELF,Обучение профессии QA-инженер,Мощное творчество
Проект Крестики-нолики,2025-07-07,09:30,09:45,,SELF,Обучение профессии QA-инженер,Мощное творчество
Муз курсы,2025-07-07,11:15,11:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,11:30,11:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,11:45,12:00,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,12:00,12:15,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,12:15,12:30,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,12:30,12:45,,SELF,Обучение профессии музыкант,Мощное творчество
Муз курсы,2025-07-07,12:45,13:00,,SELF,Обучение профессии музыкант,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,14:00,14:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,14:15,14:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,14:30,14:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,14:45,15:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,15:00,15:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,15:15,15:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-07,15:30,15:45,,SELF,Разработка WOLF,Мощное творчество
Просыпание,2025-07-08,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Просыпание,2025-07-09,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
спортзал,2025-07-09,03:00,03:15,,SELF,Здоровье и спорт,Крепкое здоровье
спортзал,2025-07-09,03:15,03:30,,SELF,Здоровье и спорт,Крепкое здоровье
спортзал,2025-07-09,03:30,03:45,,SELF,Здоровье и спорт,Крепкое здоровье
Устанавливаю AI-помощника,2025-07-09,03:45,04:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,04:00,04:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,04:15,04:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,04:30,04:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,04:45,05:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,05:00,05:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,05:15,05:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,05:30,05:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,05:45,06:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,06:00,06:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,06:15,06:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,06:30,06:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,06:45,07:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,07:00,07:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,07:15,07:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,07:30,07:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,07:45,08:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,08:00,08:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,08:15,08:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,08:30,08:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,08:45,09:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,09:00,09:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,09:15,09:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,09:30,09:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,09:45,10:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,10:00,10:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,10:15,10:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,10:30,10:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,10:45,11:00,,SELF,Разработка WOLF,Мощное творчество
Здоровая спина,2025-07-09,11:00,11:15,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-07-09,11:15,11:30,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-07-09,11:30,11:45,,SELF,Здоровье и спорт,Крепкое здоровье
Здоровая спина,2025-07-09,11:45,12:00,,SELF,Здоровье и спорт,Крепкое здоровье
Устанавливаю AI-помощника,2025-07-09,13:00,13:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,13:15,13:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,13:30,13:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,13:45,14:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,14:00,14:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,14:15,14:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,14:30,14:45,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,14:45,15:00,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,15:00,15:15,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,15:15,15:30,,SELF,Разработка WOLF,Мощное творчество
Устанавливаю AI-помощника,2025-07-09,15:30,15:45,,SELF,Разработка WOLF,Мощное творчество
Просыпание,2025-07-10,01:30,01:45,,SELF,Сон и восстановление,Уход за собой
Весь день готовлюсь к поездке,2025-07-10,03:00,03:15,,SELF,Бытовые дела,Уход за собой
Хастл,2025-07-10,06:00,06:15,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-10,06:15,06:30,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-10,06:30,06:45,,SELF,Подработка и финансы,Мощное творчество
Хастл,2025-07-10,06:45,07:00,,SELF,Подработка и финансы,Мощное творчество
Стоматолог,2025-07-10,08:30,08:45,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-10,08:45,09:00,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-10,09:00,09:15,,SELF,Здоровье и спорт,Крепкое здоровье
Стоматолог,2025-07-10,09:15,09:30,,SELF,Здоровье и спорт,Крепкое здоровье
Выйти,2025-07-10,13:00,13:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,00:00,00:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,00:15,00:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,00:30,00:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,00:45,01:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,01:00,01:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,01:15,01:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,01:30,01:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,01:45,02:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,02:00,02:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,02:15,02:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,02:30,02:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,02:45,03:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,03:00,03:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,03:15,03:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,03:30,03:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,03:45,04:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,04:00,04:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,04:15,04:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,04:30,04:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,04:45,05:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,05:00,05:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,05:15,05:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,05:30,05:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,05:45,06:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,06:00,06:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,06:15,06:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,06:30,06:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,06:45,07:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,07:00,07:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,07:15,07:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,07:30,07:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,07:45,08:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,08:00,08:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,08:15,08:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,08:30,08:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,08:45,09:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,09:00,09:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,09:15,09:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,09:30,09:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,09:45,10:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,10:00,10:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,10:15,10:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,10:30,10:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,10:45,11:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,11:00,11:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,11:15,11:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,11:30,11:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,11:45,12:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,12:00,12:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,12:15,12:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,12:30,12:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,12:45,13:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,13:00,13:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,13:15,13:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,13:30,13:45,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,13:45,14:00,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,14:00,14:15,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,14:15,14:30,,SELF,Бытовые дела,Уход за собой
Уезжаю на отдых,2025-07-11,14:30,14:45,,SELF,Бытовые дела,Уход за собой
